AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,363.3,349.2,375.4,346.4,371.2,328.2,126.7,101.8,,,,
Current_Liabilities,331.4,301.5,281.7,241.6,250.8,237.6,253.7,259.0,,,,
Diluted_EPS,-0.068,0.059,-0.01,0.225,0.835,0.217,-0.141,0.072,-0.129,0.15,0.08800000000000001,0.718
Goodwill_Intangibles,309.3,310.3,311.3,312.3,313.3,314.3,315.3,316.3,,,,
Inventory,6.3,5.6,5.4,5.5,5.4,5.5,5.4,5.6,,,,
LT_Debt,540.0,481.6,428.5,431.9,402.8,367.4,352.1,318.7,0.0,0.0,0.0,0.0
Revenue,219.1,226.5,172.6,173.7,149.2,127.6,107.8,293.7,35.4,180.3,163.9,537.5
Shares_Diluted,58.0607,61.7319,57.6266,61.7124,61.9824,57.1535,57.1535,57.1535,,,,
Total_Assets,1506.7,1419.6,1376.6,1342.3,1310.0,1244.2,1053.3,1043.6,,,,
Total_Liabilities,1010.9,926.3,889.8,859.4,845.7,834.2,769.5,753.5,,,,
