AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.125,3.867,-0.631,1.078,13.516,-0.266,2.207,-2.119,16.335,0.249,1.743,0.985,5.474,0.054000000000000006
Goodwill_Intangibles,79.5,64.6,71.5,53.2,50.2,52.7,54.7,65.6,49.0,49.2,46.1,42.3,43.6,37.1
Inventory,0.7,6.7,6.7,7.1,7.1,7.2,7.2,6.8,6.7,23.5,22.8,25.7,25.8,27.2
LT_Debt,278.3,229.9,304.9,280.2,273.8,253.6,247.2,313.4,287.2,282.1,278.9,207.0,247.6,177.4
Revenue,24.7,16.6,14.3,14.7,16.0,14.6,13.0,12.8,1.0,11.3,10.7,11.0,43.7,17.4
Shares_Diluted,5.8904,5.9011,5.8983,7.22,5.8952,5.7159,5.715,5.786,5.9026,5.9785,6.0808,6.5652,6.7904,5.4934
Total_Assets,733.1,686.7,689.9,673.4,666.7,685.4,688.9,717.0,703.3,583.5,577.5,518.5,556.3,476.2
Total_Liabilities,302.7,251.5,345.0,319.1,315.8,404.4,405.2,444.8,417.9,384.5,380.0,304.6,344.6,270.1
