AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.125,0.088,0.088,0.076,0.1,0.018,-0.197,0.023,0.021,0.003
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,40.2,35.5,16.7,16.7,18.4,16.8,0.0,0.0,0.0,0.0
Revenue,3.2,2.8,2.7,2.6,2.5,2.2,2.2,2.3,2.3,2.3
Shares_Diluted,2.7772,2.7772,2.7772,2.7772,2.7772,2.7772,,,,
Total_Assets,396.1,368.4,314.9,312.5,348.6,281.1,,,,
Total_Liabilities,350.9,323.1,269.1,267.0,326.6,259.3,,,,
