AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11.0,9.1,9.7,17.9,19.4,20.5,22.5,18.4
Current_Liabilities,5.8,4.4,3.7,7.5,8.3,8.8,14.7,12.0
Diluted_EPS,-0.234,-0.178,-0.03,-0.129,-0.111,1.814,0.138,0.12
Goodwill_Intangibles,31.7,32.2,32.6,24.7,25.2,25.6,29.0,28.1
Inventory,,,,,,,1.2,1.0
LT_Debt,2.0,0.6,0.7,0.8,1.0,1.1,17.9,19.3
Revenue,4.6,5.1,5.8,4.8,5.1,5.8,7.0,5.7
Shares_Diluted,10.4957,10.3745,10.1722,9.7951,9.7917,9.6737,9.6166,9.6161
Total_Assets,45.6,44.2,45.2,45.1,47.1,48.6,54.0,50.1
Total_Liabilities,10.3,7.5,7.0,8.5,9.5,10.3,33.7,31.4
