AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,18.5,24.3,13.3,11.9,13.6,8.8,,
Current_Liabilities,5.3,4.6,12.2,10.0,20.2,2.6,,
Diluted_EPS,0.017,-0.303,-0.553,-0.173,-2.267,-0.195,-0.174,-0.162
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0
Revenue,1.0,0.9,0.8,0.8,1.8,0.9,1.0,0.7
Shares_Diluted,49.676,31.7028,29.446,29.446,10.189,,29.446,
Total_Assets,23.5,28.9,17.6,16.1,17.5,12.9,,
Total_Liabilities,20.0,27.6,43.3,27.4,24.4,14.0,,
