AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018
Current_Assets,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,
Current_Liabilities,7.7,5.9,3.5,3.0,2.3,1.7,1.3,0.9,0.6,0.2,0.2,,
Diluted_EPS,-0.002,-0.002,-0.001,-0.003,-0.001,-0.002,-0.001,0.0,0.0,-0.001,-0.001,0.0,0.0
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.3,0.3,0.3,,
Inventory,,,,0.0,0.0,0.0,0.0,0.0,,,,,
LT_Debt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
Revenue,0.6,0.7,0.6,0.5,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
Shares_Diluted,1452.482,1369.391,1207.948,877.0368,710.5224,597.8714,550.4252,543.7393,563.2634,528.3398,411.479,,
Total_Assets,3.1,3.8,3.3,2.9,1.8,0.9,0.8,0.8,0.6,0.7,0.5,,
Total_Liabilities,9.1,7.7,5.0,4.4,3.0,1.8,1.4,1.0,0.6,0.2,0.2,,
