AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3497.4,3324.5,3354.5,3415.4,3747.8,3145.8,3511.8,3802.7,4301.2,1821.0,1877.8,1867.5
Current_Liabilities,2096.0,1926.9,1953.4,2057.6,2141.4,1852.9,2042.0,2040.7,2285.4,904.9,690.6,764.6
Diluted_EPS,-0.824,-0.555,0.048,-0.662,-1.71,-0.891,-2.319,-0.877,-1.808,-0.012,-0.121,0.327
Goodwill_Intangibles,8609.2,8752.0,8936.9,9049.6,9175.8,9521.0,9735.3,10216.2,10429.7,4149.9,4204.3,4279.3
Inventory,1150.2,1093.5,1088.9,1104.5,1038.4,909.4,975.9,1169.2,1404.1,535.5,473.3,490.8
LT_Debt,9484.8,9486.7,9488.6,9589.3,9946.8,9698.7,9800.4,10101.2,10302.5,7459.6,3985.9,3983.8
Revenue,2185.3,2072.0,2131.8,2168.1,2102.8,2033.2,2298.7,2380.2,2566.7,1099.5,1057.7,1150.4
Shares_Diluted,204.1,201.7,199.5,196.9,195.9,194.9,194.3,194.1,193.6,192.8,192.3,195.4
Total_Assets,13427.8,13361.2,13576.8,13701.0,14138.2,13872.8,14431.6,15173.8,15936.7,10374.3,6630.5,6718.3
Total_Liabilities,12317.1,12111.6,12180.0,12405.1,12810.7,12285.6,12595.3,12962.7,13511.8,8629.8,4873.8,4963.2
