AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,21.3,30.4,36.0,38.0,40.9,53.8,35.1,0.5,0.6,0.6,0.6,0.8,1.5,2.3
Current_Liabilities,56.9,65.2,66.2,65.0,65.7,80.2,60.9,10.0,9.3,7.4,4.2,1.5,1.0,0.9
Diluted_EPS,-0.026,-0.116,-0.137,-0.101,0.019,-0.02,-0.515,-0.077,-0.10800000000000001,0.008,-0.004,0.001,0.009000000000000001,0.03
Goodwill_Intangibles,0.3,0.3,0.3,0.2,0.2,0.2,0.2,,,,,,,
Inventory,5.4,6.0,5.8,6.4,6.3,8.3,4.9,,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,104.3,94.9,106.6,102.6,130.4,109.1,400.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,33.9837,33.9658,33.5391,33.1735,33.1735,32.8735,25.8601,13.623,13.623,36.805,36.968,37.5,37.5,37.5
Total_Assets,40.7,49.3,52.5,53.5,54.7,66.9,48.2,64.3,64.6,306.6,303.1,307.7,307.2,306.7
Total_Liabilities,57.7,65.6,66.2,65.0,65.7,80.2,60.9,16.0,19.8,17.9,14.7,12.0,11.5,11.4
