AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,21.0,22.0,23.0,24.3,25.8,10.6,5.6,1.7,2.4,3.0,9.6
Current_Liabilities,1.1,1.0,1.6,1.1,1.6,1.9,1.1,1.7,1.5,1.5,6.9
Diluted_EPS,-0.067,-0.169,-0.018,-0.003,-0.003,-0.015,-0.013,-0.013,-0.015,-0.017,-0.016
Goodwill_Intangibles,51.8,51.8,51.8,49.5,49.5,49.5,,,,,
Inventory,5.6,6.7,3.9,1.0,1.9,1.0,0.4,0.4,0.4,0.5,0.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.0
Revenue,2.1,1.1,0.7,0.7,0.2,0.5,0.0,0.2,0.1,0.3,2.0
Shares_Diluted,14.9966,14.9269,295.3649,294.2319,278.4316,45.3749,82.1551,73.5991,73.3878,73.1914,73.0874
Total_Assets,73.2,74.1,75.3,74.5,76.0,60.7,6.2,2.5,3.3,4.1,10.3
Total_Liabilities,1.1,1.0,1.6,1.1,2.0,2.0,1.5,2.2,2.1,1.8,7.0
