AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,527.2,1023.9,651.7,538.3,1.0,1.6,2.6,0.0,,,
Current_Liabilities,258.4,161.2,153.8,162.1,2.7,2.8,0.7,0.3,,,
Diluted_EPS,-0.149,-0.235,1.251,-0.996,-0.964,-2.371,-0.008,0.0,0.0,0.0,0.0
Goodwill_Intangibles,713.5,15.7,14.9,14.2,,,,,,,
Inventory,73.0,22.7,24.2,27.2,,,,,,,
LT_Debt,448.1,318.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,41.1,52.8,39.8,19.3,15.4,,,,,,
Shares_Diluted,150.491,144.9346,92.4366,100.612,85.6484,47.3466,47.9481,43.75,,,
Total_Assets,1417.8,1191.8,825.0,698.3,384.6,385.3,386.2,0.3,,,
Total_Liabilities,787.8,524.0,194.0,489.6,293.2,137.5,14.3,0.3,,,
