AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,463.9,541.8,568.2,421.7,631.3,680.2,544.5,619.9
Current_Liabilities,381.4,387.2,328.0,294.8,234.0,240.3,287.3,366.1
Diluted_EPS,0.076,0.135,0.361,0.218,0.427,0.618,0.635,0.276
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,17.9,18.2,13.9,18.2,19.4,18.3,11.1,12.5
LT_Debt,1045.5,1045.3,1133.0,1132.8,1219.6,1219.3,1226.1,1218.8
Revenue,332.3,386.5,461.4,429.1,534.1,641.7,716.3,545.2
Shares_Diluted,401.279,399.897,406.501,414.462,424.349,425.189,433.333,443.11
Total_Assets,4527.9,4522.2,4487.2,4442.7,4563.7,4481.5,4198.8,4179.0
Total_Liabilities,2361.9,2353.8,2335.8,2229.1,2218.9,2160.6,2110.7,2084.9
