AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,115.8,112.3,108.4,99.9,89.1,79.5,71.3,57.0
Current_Liabilities,40.0,37.3,32.4,33.9,25.8,34.8,27.2,24.9
Diluted_EPS,0.013,-0.014,0.029,0.006,-0.014,-0.035,0.039,-0.012
Goodwill_Intangibles,,1.5,1.6,1.6,1.7,1.8,1.9,2.1
Inventory,19.6,17.3,16.0,16.5,15.2,13.4,11.4,11.3
LT_Debt,40.6,40.5,40.4,40.3,40.1,20.3,22.1,25.1
Revenue,32.4,33.1,37.8,34.3,28.4,23.3,18.8,17.9
Shares_Diluted,169.228,165.429,163.969,168.503,162.734,160.446,158.4,157.471
Total_Assets,143.1,136.8,132.8,122.9,109.2,98.8,88.3,74.6
Total_Liabilities,85.8,83.0,78.3,78.5,67.7,56.1,49.3,50.2
