AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,367.7,390.7,464.0,523.1,574.5,613.8,,,,
Current_Liabilities,43.2,36.8,41.4,32.1,23.8,17.3,,,,
Diluted_EPS,-0.456,-0.419,-0.428,-0.334,-0.274,-0.18,-0.137,-0.429,-0.073,-0.033
Goodwill_Intangibles,15.8,15.8,15.8,15.8,15.8,15.8,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Shares_Diluted,129.3678,129.1195,129.2048,128.7941,128.7431,128.7431,,,,
Total_Assets,568.5,564.9,610.0,647.4,672.7,696.1,,,,
Total_Liabilities,110.2,56.4,54.8,46.0,37.2,31.0,,,,
