AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,353.3,298.6,355.4,382.4,260.7,243.8,216.7,190.1,194.7,217.4,196.8,159.1
Current_Liabilities,237.8,221.5,206.3,240.5,205.5,207.4,232.5,203.1,216.1,233.0,196.2,149.9
Diluted_EPS,0.057,-2.367,0.197,-0.003,0.029,0.039,0.022,0.012,-0.09300000000000001,-0.044,-0.097,-0.16699999999999998
Goodwill_Intangibles,537.7,542.2,546.4,551.0,619.8,414.5,417.9,421.4,424.9,428.4,435.3,439.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,500.7,510.2,519.7,529.2,538.6,363.3,338.3,352.0,366.0,356.5,356.0,356.1
Revenue,353.4,342.6,328.4,307.2,314.7,320.5,314.0,301.2,295.0,275.9,262.9,250.4
Shares_Diluted,320.8329,239.2902,184.7588,115.9764,165.888,169.6202,113.0082,165.6224,110.956,109.8026,108.9363,109.0895
Total_Assets,1177.8,1134.5,1189.0,1204.5,1140.9,942.9,929.1,901.3,913.3,907.8,807.5,767.6
Total_Liabilities,855.7,850.9,849.6,896.3,854.7,676.9,681.9,662.7,690.4,690.6,592.8,554.1
