AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,480.5,502.9,579.5,585.3,383.9,407.9,520.1,576.7,634.9,483.0,551.1,601.0
Current_Liabilities,112.0,99.7,129.7,111.7,108.3,91.7,128.8,93.1,89.5,65.9,86.1,65.9
Diluted_EPS,-0.192,-0.248,-0.273,-0.247,-0.203,-0.346,-0.352,-0.243,-0.355,-0.563,-0.412,-0.841
Goodwill_Intangibles,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8
Inventory,24.1,18.8,19.6,15.8,13.0,12.8,14.0,9.2,10.4,8.2,8.4,6.3
LT_Debt,390.4,389.8,389.3,388.6,150.0,149.7,149.5,149.3,149.1,168.8,321.7,318.8
Revenue,77.4,66.4,70.6,67.4,62.4,60.5,55.3,48.8,44.1,34.0,32.6,20.6
Shares_Diluted,266.3985,264.3693,261.196,259.1618,257.9733,256.9682,255.1014,254.6744,238.0898,213.5193,189.3397,189.1628
Total_Assets,786.9,810.0,886.5,900.5,701.5,738.3,850.2,882.3,918.0,764.7,790.0,838.6
Total_Liabilities,573.0,559.1,600.1,580.3,340.5,335.8,373.8,334.0,318.0,313.0,447.0,427.6
