AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,135.2,127.3,138.0,135.4,140.8,36.5,,,,,,,0.0,0.0
Current_Liabilities,16.6,15.4,18.2,10.7,9.9,8.6,,,,,,,0.0,0.0
Diluted_EPS,-0.312,-0.165,-0.123,-0.122,-0.104,-0.068,0.048,-0.056,-0.042,-0.035,0.034,-0.057,-0.062,-0.07400000000000001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,13.2,11.1,10.6,10.4,7.6,7.4,,,,,,,0.0,0.0
LT_Debt,52.6,29.4,29.4,29.3,29.3,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,30.0,29.0,33.4,21.6,20.7,18.7,24.1,14.3,7.7,11.3,16.7,8.9,7.9,5.9
Shares_Diluted,55.3083,54.8277,53.8523,52.7662,49.1873,37.8547,,,,,,,,
Total_Assets,158.7,146.5,140.8,137.6,142.3,37.4,,,,,,,0.0,0.0
Total_Liabilities,87.0,59.7,47.7,40.2,39.4,38.1,,,,,,,0.0,0.0
