AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.012,0.063,-0.051,0.028,0.232,0.185,0.048,0.111,0.203
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,886.2,752.9,383.9,384.5,385.1,385.7,386.2,386.8,387.4
Revenue,142.0,133.0,121.9,133.8,153.5,138.8,104.4,109.7,113.9
Shares_Diluted,178.0577,177.1857,64.7754,176.8019,177.0541,179.6999,180.8276,188.5429,189.1559
Total_Assets,1461.9,1326.8,938.4,951.0,897.1,840.9,832.7,802.9,801.5
Total_Liabilities,1477.7,1340.4,952.2,925.2,875.7,829.1,819.2,777.3,772.2
