AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,982.4,1000.9,797.8,174.4,3.3,59.1,0.4,
Current_Liabilities,68.9,76.4,49.5,39.5,0.8,30.9,0.4,
Diluted_EPS,0.213,-0.118,-1.626,-1.3,-0.042,-0.851,0.0,-0.302
Goodwill_Intangibles,176.3,179.7,182.2,155.0,,149.5,,
Inventory,47.0,35.3,28.1,23.8,,23.2,,
LT_Debt,731.0,729.9,728.9,0.0,0.0,216.0,0.0,0.0
Revenue,75.4,77.9,68.1,114.1,47.5,119.1,,14.1
Shares_Diluted,152.7117,146.8008,132.3063,109.763,77.8023,34.2933,57.5,
Total_Assets,1199.2,1218.8,997.9,342.5,463.5,222.8,0.4,
Total_Liabilities,857.5,916.5,1139.9,326.4,68.4,252.8,0.4,
