AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,122.9,160.5,239.6,0.5,1.7,2.0,0.4
Current_Liabilities,92.9,68.8,36.6,8.1,3.1,0.4,0.4
Diluted_EPS,-0.278,0.028,-0.133,0.0,0.284,-0.725,-0.004
Goodwill_Intangibles,666.4,667.7,619.1,,,,
Inventory,10.6,9.2,9.3,,,,
LT_Debt,327.8,331.4,329.3,0.0,0.0,0.0,0.0
Revenue,56.9,58.4,12.0,6.8,,,
Shares_Diluted,66.3762,67.3216,52.8472,52.8472,29.6588,29.6588,26.8776
Total_Assets,1465.0,1451.2,1387.2,237.8,239.0,239.3,0.4
Total_Liabilities,1523.7,1613.5,1826.5,150.0,41.2,49.9,0.5
