AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,2.3,1.0,1.1,0.9,1.0,0.9,1.1,1.2,1.0,0.7,0.3,0.2,0.2
Current_Liabilities,2.9,6.7,6.9,3.3,6.9,6.8,6.8,6.3,6.1,2.6,1.9,1.1,1.5
Diluted_EPS,-0.066,-0.029,-0.049,-0.031,-0.039,-0.26,,-0.076,-0.115,-0.184,-0.086,-0.086,-0.294
Goodwill_Intangibles,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.9,0.7
Inventory,0.6,0.3,0.4,0.4,0.5,0.6,0.8,0.6,0.6,0.1,0.2,0.1,0.1
LT_Debt,3.9,1.4,1.6,5.4,1.6,1.5,1.5,1.5,1.2,0.0,0.0,0.5,0.0
Revenue,2.8,1.2,1.2,1.0,1.0,2.5,,0.2,0.0,0.1,0.1,0.1,0.1
Shares_Diluted,11.2085,9.5207,9.2502,9.3183,9.1908,9.1774,,9.0521,9.1385,7.5215,7.2947,4.9829,5.3876
Total_Assets,4.0,2.7,2.9,2.6,2.8,2.7,3.0,3.1,3.0,2.8,3.0,2.4,2.7
Total_Liabilities,7.1,8.3,8.7,8.8,8.8,8.5,8.5,8.1,7.4,2.6,1.9,1.6,1.4
