AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,27.0,29.9,11.4,3.2,4.1,,,
Current_Liabilities,5.2,4.7,2.6,3.3,2.8,,,
Diluted_EPS,-0.058,-0.228,-0.077,-0.021,-0.028,-0.051,-0.026,-0.046
Goodwill_Intangibles,0.6,0.6,0.5,0.5,0.5,,,
Inventory,1.3,0.9,0.9,0.9,0.9,,,
LT_Debt,6.6,6.6,6.8,6.6,6.8,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Shares_Diluted,80.576,72.8181,76.5099,76.5099,76.5099,,,
Total_Assets,29.4,30.7,12.0,3.7,4.7,,,
Total_Liabilities,14.0,13.2,12.0,12.7,12.7,,,
