AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,295.3,291.1,245.9,232.5,230.0,287.3,199.4,232.8
Current_Liabilities,223.9,225.9,187.5,187.9,139.0,146.9,137.4,159.9
Diluted_EPS,0.712,0.614,0.667,0.371,-0.479,-0.009,0.266,0.527
Goodwill_Intangibles,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1
Inventory,144.0,135.7,126.7,127.0,126.1,138.8,139.0,151.4
LT_Debt,0.8,0.0,0.0,0.0,50.1,100.1,0.3,0.3
Revenue,178.3,177.0,178.8,151.1,91.6,149.8,174.6,173.9
Shares_Diluted,25.493,25.4,25.309,25.206,25.18,25.703,26.612,26.75
Total_Assets,683.2,687.5,636.2,622.5,622.8,703.1,621.9,653.9
Total_Liabilities,331.8,330.9,288.6,289.6,294.7,363.9,259.1,283.5
