AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,585.6,566.2,552.9,577.4,592.9,604.6,,,,,,,,0.0
Current_Liabilities,213.7,195.0,167.2,175.1,173.7,169.8,,,,,,,,0.0
Diluted_EPS,-0.064,-0.228,-0.268,-0.258,-0.253,-0.304,-0.166,0.066,0.045,-0.054000000000000006,-0.09,-0.045,-0.013,-0.091
Goodwill_Intangibles,36.2,36.3,35.1,35.2,35.3,34.6,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,153.9,152.3,150.6,149.0,147.3,145.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,366.5,345.5,298.3,293.5,309.0,267.1,243.3,249.3,244.3,224.6,190.4,187.2,197.2,182.1
Shares_Diluted,181.2626,178.8742,178.4678,177.8289,176.8421,187.2738,,,,,,,,
Total_Assets,666.8,646.6,630.9,656.9,670.1,679.3,,,,,,,,0.0
Total_Liabilities,373.1,353.3,324.9,331.9,329.7,325.1,,,,,,,,0.0
