AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.2,4.6,11.6,10.5,6.3,7.8,8.3,11.2,9.1,8.3
Current_Liabilities,9.4,9.2,12.8,15.0,16.1,15.5,16.4,22.5,17.5,18.9
Diluted_EPS,,-1.819,-1.552,-3.331,-15.501,-11.831,-1.094,-33.994,26.567,8.485
Goodwill_Intangibles,1.0,1.5,5.4,5.5,5.6,6.3,6.4,6.5,3.8,3.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.9,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,112.1,5.9,5.6,7.1,6.9,7.5,8.3,11.3,9.6,9.7
Shares_Diluted,10.5652,4.8942,1.3035,1.0604,0.2018,0.149,0.0901,0.0392,0.0243,0.0488
Total_Assets,4.3,6.3,17.3,16.3,12.2,14.4,15.0,18.0,12.9,12.3
Total_Liabilities,13.2,13.6,16.3,15.0,16.1,15.5,16.4,22.5,17.5,18.9
