AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,02/28/2019,08/31/2018,02/28/2018
Current_Assets,2361.0,2227.0,2626.0,2239.0,1685.0,1633.0,1437.0,1504.0,1394.0,1450.0,,,,,,,
Current_Liabilities,1453.0,1367.0,867.0,792.0,730.0,781.0,841.0,834.0,821.0,919.0,,,,,,,
Diluted_EPS,0.071,-0.078,-0.809,0.081,0.087,-0.042,-1.47,0.148,0.205,-1.141,-0.901,0.071,0.312,0.124,,,
Goodwill_Intangibles,4254.0,4492.0,1988.0,1996.0,1991.0,2008.0,2047.0,1772.0,1799.0,1836.0,,,,,,,
Inventory,149.0,142.0,69.0,71.0,69.0,66.0,64.0,57.0,60.0,59.0,,,,,,,
LT_Debt,2823.0,2819.0,1845.0,1548.0,1538.0,1475.0,1493.0,1248.0,1254.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1649.0,1471.0,1112.0,1047.0,978.0,803.0,882.0,958.0,889.0,858.0,985.0,1118.0,1067.0,922.0,,,
Shares_Diluted,266.0,232.0,209.0,209.0,206.0,192.0,166.0,182.0,176.0,170.0,,,,,,,
Total_Assets,8054.0,8142.0,5159.0,4783.0,4243.0,4218.0,4065.0,3826.0,3770.0,3886.0,,,,,,,
Total_Liabilities,5101.0,5067.0,2836.0,2486.0,2415.0,2427.0,2507.0,2228.0,2205.0,2361.0,,,,,,,
