AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019
Current_Assets,240.7,204.7,177.7,262.9,250.2,98.3,,,
Current_Liabilities,47.6,36.6,33.4,134.5,31.8,21.1,,,
Diluted_EPS,-0.167,0.241,0.126,-0.004,-0.072,-0.163,-0.768,-2.93,-1.569
Goodwill_Intangibles,148.6,153.1,157.8,162.3,66.6,68.5,,,
Inventory,4.8,5.0,4.4,3.8,2.3,2.1,,,
LT_Debt,190.1,195.6,194.9,194.3,192.9,192.5,0.0,0.0,0.0
Revenue,80.7,73.8,59.7,56.3,45.6,38.0,19.8,6.0,0.0
Shares_Diluted,57.7222,58.5929,58.8053,56.8906,56.8886,64.2447,,,
Total_Assets,391.1,359.7,337.3,427.1,320.1,168.8,,,
Total_Liabilities,239.1,233.1,229.4,329.9,225.5,218.2,,,
