AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,701.4,670.0,669.5,392.5,,,
Current_Liabilities,191.7,166.9,181.6,158.5,,,
Diluted_EPS,0.019,0.232,0.132,0.228,-0.136,-0.059,-0.134
Goodwill_Intangibles,9.2,7.7,3.7,2.7,,,
Inventory,132.6,88.4,70.7,63.3,,,
LT_Debt,2.6,3.3,3.8,261.9,0.0,0.0,0.0
Revenue,179.4,192.5,223.7,201.9,13.3,4.7,5.0
Shares_Diluted,147.4533,147.4287,146.3626,143.7666,,,
Total_Assets,983.8,940.1,922.0,631.3,,,
Total_Liabilities,258.6,233.3,267.6,516.3,,,
