AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,48.99,46.201,49.88,50.54,47.92,48.697,31.4,25.13,37.054,-7.316,40.69,28.91,45.038,53.71100000000001,40.69,43.0,44.28
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,225.0,275.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,75.0,100.0,140.0,230.0,320.0,380.0,370.0,345.0
Revenue,24.3,24.9,25.4,25.4,25.2,24.6,25.6,25.2,25.7,26.6,27.7,27.8,28.5,27.8,28.5,27.9,27.3
Shares_Diluted,0.1863,0.1871,0.1851,0.1856,0.186,0.1863,0.1862,0.1862,0.1862,0.1882,0.1107,0.1872,0.1874,0.187,0.1888,0.192,0.1898
Total_Assets,3551.7,3621.7,3556.4,3554.8,3497.3,3424.8,3356.7,3334.4,3124.3,2865.9,2915.7,2940.6,3003.6,3006.7,3035.9,3060.6,3040.3
Total_Liabilities,3220.8,3232.1,3168.3,3164.3,3121.3,3039.9,2982.4,2965.6,2768.0,2512.4,2555.1,2581.5,2650.8,2660.8,2698.8,2720.2,2702.3
