AAII_QTR_DATA,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020
Current_Assets,15.2,13.2,7.9,5.6,4.4,3.2,2.1,1.4
Current_Liabilities,28.9,24.9,22.8,24.1,11.2,9.2,4.4,4.5
Diluted_EPS,-0.566,-9.451,-1.179,-4.892,-0.482,-0.955,-0.527,-3.335
Goodwill_Intangibles,3.4,3.5,3.6,0.1,0.1,,,0.0
Inventory,8.7,8.6,5.2,3.7,2.3,1.9,1.8,0.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.4,4.0,1.9
Revenue,4.2,5.4,2.5,3.5,4.1,2.6,0.6,0.7
Shares_Diluted,4.1874,4.1081,2.9128,2.7401,2.6795,2.6421,2.6091,2.5619
Total_Assets,18.6,16.7,11.5,5.7,4.5,3.2,2.1,1.4
Total_Liabilities,28.9,24.9,22.8,24.1,11.2,9.6,8.4,6.4
