AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,03/31/2020
Current_Assets,11.8,14.4,17.3,21.0,0.7,,
Current_Liabilities,3.1,1.6,0.8,1.4,3.5,,
Diluted_EPS,-0.147,-0.124,-0.63,-0.095,-0.054,-0.29,-0.015
Goodwill_Intangibles,3.1,3.3,3.3,3.6,1.0,,
Inventory,0.2,0.1,0.0,0.0,0.0,,
LT_Debt,1.6,0.8,0.3,0.1,0.5,0.0,0.0
Revenue,3.8,2.3,2.0,1.9,1.5,3.6,0.7
Shares_Diluted,26.354,26.2652,5.7978,25.0,25.0,,
Total_Assets,20.7,22.0,22.9,25.7,2.2,,
Total_Liabilities,5.1,3.0,1.1,1.5,4.0,,
