AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,361.3,364.7,387.2,1.7,2.8,2.9,3.5,3.7,4.3,4.8
Current_Liabilities,213.2,197.5,162.8,3.2,0.8,0.4,0.1,0.4,0.2,0.1
Diluted_EPS,0.045,0.142,0.046,-0.076,-0.01,-0.018000000000000002,0.006999999999999999,0.019,-0.282,-3.728
Goodwill_Intangibles,223.0,208.5,145.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,221.3,222.3,225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,172.3,177.5,181.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,78.9,83.6,55.7,,,,,,1.6,0.6
Shares_Diluted,61.4104,60.4616,60.4616,45.0,45.0,45.0,45.0,45.0,13.0414,5.2954
Total_Assets,826.0,798.5,752.2,365.8,366.8,366.9,367.5,367.4,366.6,365.5
Total_Liabilities,441.5,426.3,388.7,16.7,14.3,13.9,13.6,13.9,40.4,39.6
