AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,275.2,272.6,345.9,242.8,321.4,172.6,211.7,253.5,307.1,235.2,142.6,168.2
Current_Liabilities,82.6,97.9,94.1,75.9,83.9,73.5,66.1,57.5,54.3,60.0,64.3,42.3
Diluted_EPS,-1.665,-3.499,-3.887,-3.07,4.319,-2.843,-2.263,-2.516,-2.011,3.071,-2.239,-1.8619999999999999
Goodwill_Intangibles,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,23.7,20.0,16.1,9.1,8.2,1.8,,,,,,
LT_Debt,272.1,271.7,179.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,40.7,8.0,9.6,3.8,212.2,1.8,1.0,1.0,1.0,145.4,,
Shares_Diluted,26.2251,25.9918,26.8785,27.8303,28.8544,27.5192,27.3742,27.1718,26.9688,28.4498,26.81900000000001,26.804000000000002
Total_Assets,280.5,278.6,353.3,251.0,330.4,179.6,214.4,255.3,308.8,236.5,143.5,174.0
Total_Liabilities,584.8,548.0,449.4,242.0,244.9,229.9,194.5,186.8,179.5,61.5,64.3,42.3
