AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019
Current_Assets,612.8,860.3,967.5,384.5,455.6,,,
Current_Liabilities,92.0,42.8,35.2,31.5,26.5,,,
Diluted_EPS,-0.458,0.094,-1.091,-0.616,-0.936,-0.478,-0.234,-0.477
Goodwill_Intangibles,199.8,199.8,199.8,199.8,199.8,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,181.827,190.508,164.791,183.8148,183.8148,,,
Total_Assets,1232.8,1259.8,1304.5,730.3,767.7,,,
Total_Liabilities,402.7,353.9,422.5,298.6,226.0,,,
