AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,309.1,302.8,318.8,294.3,296.2,336.9,286.8,319.3
Current_Liabilities,81.3,84.9,87.7,52.5,47.2,98.4,44.4,71.3
Diluted_EPS,-0.059,-0.449,-0.228,0.026,-0.11,-0.588,-0.507,-0.674
Goodwill_Intangibles,29.0,26.5,27.9,29.5,28.6,29.0,25.4,24.8
Inventory,22.1,20.0,19.6,22.4,20.3,20.9,18.1,19.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,35.2,65.6,34.5,34.5,28.8,67.4,35.1,24.6
Shares_Diluted,56.66,56.5635,56.393,56.62,56.352,56.294,56.104,56.06
Total_Assets,433.7,424.2,443.8,428.3,416.5,477.0,404.2,453.7
Total_Liabilities,180.7,184.0,187.0,152.4,142.0,191.7,134.6,163.5
