AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.2,0.3,0.5,0.7,1.1,1.4,1.3,1.1,1.3,1.5,1.8
Current_Liabilities,0.2,1.3,1.2,1.1,1.1,1.1,1.2,0.2,0.2,0.2,0.1,0.2
Diluted_EPS,0.006,-0.008,-0.003,-0.007,-0.003,-0.012,-0.011,-0.003,-0.004,-0.006999999999999999,-0.02,-0.003
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,40.3062,40.3062,40.3064,40.3062,40.3062,40.2204,40.1978,40.1978,40.1978,40.1978,39.2019,40.1978
Total_Assets,0.0,0.6,0.8,0.9,1.2,1.4,1.8,1.4,1.2,1.3,1.5,1.8
Total_Liabilities,0.2,1.1,1.0,0.9,1.0,1.0,1.2,0.2,0.2,0.2,0.1,0.2
