AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,12348.0,12997.0,12562.0,12312.0,12533.0,12476.0,12037.0,12206.0,11655.0,12476.0,13328.0,13473.0
Current_Liabilities,13919.0,13580.0,12771.0,11262.0,11065.0,11774.0,14185.0,13085.0,12934.0,12229.0,11404.0,10140.0
Diluted_EPS,0.41,-0.296,0.366,0.513,0.534,0.596,0.79,0.793,0.49700000000000005,0.933,0.152,0.7559999999999999
Goodwill_Intangibles,6955.0,6962.0,6971.0,6985.0,6998.0,7006.0,7013.0,7030.0,7039.0,7042.0,7049.0,7048.0
Inventory,1702.0,1632.0,1722.0,1716.0,1781.0,1687.0,1768.0,1783.0,1670.0,1559.0,1685.0,1665.0
LT_Debt,35467.0,36638.0,35483.0,35902.0,36502.0,35198.0,31719.0,32446.0,32299.0,33350.0,34465.0,34909.0
Revenue,7915.0,9890.0,8114.0,8853.0,7322.0,8747.0,8342.0,8929.0,7689.0,9477.0,8808.0,9403.0
Shares_Diluted,979.0,977.0,980.0,977.0,976.0,976.0,977.0,974.0,974.0,972.0,969.0,970.0
Total_Assets,129396.0,130000.0,129317.0,127767.0,126313.0,124677.0,124977.0,122738.0,121596.0,121593.0,119634.0,119485.0
Total_Liabilities,97256.0,97985.0,96732.0,94883.0,93610.0,92195.0,92753.0,90715.0,90048.0,90236.0,88893.0,88465.0
