AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.223,0.586,0.934,0.639,0.58,1.26,1.84,0.516,0.996,-1.216
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7019.6,7201.6,7713.0,7566.2,7845.6,5371.5,5606.8,5612.9,3459.4,2396.3
Revenue,21.2,31.3,32.4,36.3,23.4,35.1,35.7,20.5,27.0,
Shares_Diluted,22.494,22.03,13.3197,20.721,9.5552,6.6405,5.065,5.55,5.292000000000001,5.223
Total_Assets,7861.2,8021.5,8513.9,8296.4,8536.1,5960.2,6176.3,6165.7,3859.3,2715.3
Total_Liabilities,7495.0,7662.2,8275.9,8066.1,8391.1,5825.8,6048.1,6041.8,3773.0,2632.2
