AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.052,0.481,0.271,0.267,0.127,0.029,0.285,0.337,0.326,0.318,0.294,0.326
Goodwill_Intangibles,5935.0,2470.0,2418.0,2409.0,2401.0,2407.0,2465.0,2445.0,2471.0,2503.0,2524.0,2550.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7128.0,7210.0,8352.0,9174.0,9753.0,9796.0,9849.0,9874.0,8973.0,9400.0,8625.0,9385.0
Revenue,935.0,869.0,878.0,892.0,902.0,975.0,1011.0,1052.0,1068.0,1070.0,1056.0,1007.0
Shares_Diluted,1125.039,1041.003,1036.0,1031.46,1028.683,1034.576,1047.124,1051.273,1060.28,1065.638,1073.006,1103.74
Total_Assets,175172.0,125768.0,123038.0,120116.0,118425.0,113897.0,109002.0,108735.0,108247.0,108203.0,108781.0,105652.0
Total_Liabilities,154661.0,112168.0,110045.0,107199.0,106111.0,102128.0,97207.0,96826.0,96579.0,96771.0,97679.0,94718.0
