AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019
Current_Assets,27.2,47.9,24.1,17.6,,,,,,
Current_Liabilities,8.6,6.1,5.9,2.7,,,,,,
Diluted_EPS,-0.424,-0.483,-0.073,-0.053,-0.337,-0.04,-0.02,-0.067,-0.045,-0.001
Goodwill_Intangibles,42.1,29.8,1.1,1.1,,,,,,
Inventory,9.3,3.0,1.0,0.5,,,,,,
LT_Debt,2.6,0.9,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,14.9,9.0,1.2,1.0,0.1,,,0.0,,
Shares_Diluted,76.944,43.954,40.561,,42.0238,,,,,
Total_Assets,79.1,85.5,30.3,19.5,,,,,,
Total_Liabilities,16.3,8.3,6.1,3.1,,,,,,
