AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,329.5,252.7,220.0,212.4,230.1,198.1,194.9,184.8
Current_Liabilities,321.9,203.1,190.9,211.3,222.6,209.3,197.6,179.0
Diluted_EPS,0.01,-0.231,-0.217,0.108,-0.222,-0.349,-0.44,-0.041
Goodwill_Intangibles,562.7,562.9,563.1,600.8,603.1,602.9,596.0,595.8
Inventory,8.2,7.6,7.8,8.0,7.2,6.9,11.4,6.4
LT_Debt,549.1,579.9,548.8,552.0,567.3,548.4,517.5,506.8
Revenue,205.1,193.2,206.1,211.4,213.3,191.8,182.9,205.7
Shares_Diluted,34.6126,32.4598,32.3519,33.6187,32.2758,32.1877,32.1246,32.0055
Total_Assets,1199.7,1124.0,1086.8,1117.9,1147.4,1134.2,985.8,967.1
Total_Liabilities,1277.0,1210.6,1166.2,1193.7,1228.9,1205.8,1044.8,1040.6
