AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,49.3,43.6,46.9,48.5,38.2,18.5,19.7,21.4,22.9,11.8
Current_Liabilities,2.6,3.4,2.3,1.7,1.6,1.0,1.1,1.3,0.8,0.9
Diluted_EPS,-0.204,-0.144,-0.095,-0.106,-0.09,-0.078,-0.086,-0.08,-0.069,-0.054000000000000006
Goodwill_Intangibles,1.4,1.4,1.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2
Inventory,2.8,3.6,2.7,2.0,2.1,2.3,2.2,2.0,1.3,0.7
LT_Debt,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0
Revenue,1.9,1.5,1.4,1.0,0.8,0.7,0.3,0.3,0.1,0.1
Shares_Diluted,38.1625,37.6186,37.4251,36.4198,31.2415,29.9768,29.7053,29.6624,27.8484,27.3646
Total_Assets,51.3,45.6,48.8,49.4,39.0,19.3,20.4,22.1,23.5,12.1
Total_Liabilities,2.6,3.5,2.4,2.0,1.9,1.1,1.2,1.4,1.0,0.9
