AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2018,09/30/2018,12/31/2017,09/30/2017
Current_Assets,21.7,63.9,60.0,69.8,50.7,39.3,,,,,,
Current_Liabilities,18.3,26.5,24.2,35.2,16.2,11.5,,,,,,
Diluted_EPS,-11.306,0.359,0.029,0.237,0.972,0.472,0.142,0.216,0.175,0.087,0.123,0.049
Goodwill_Intangibles,6.9,27.9,26.6,27.0,14.3,6.4,,,,,,
Inventory,0.1,0.2,0.2,0.2,0.1,0.2,,,,,,
LT_Debt,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,15.2,13.3,8.0,9.9,15.8,4.0,2.6,2.2,8.9,9.6,7.8,6.3
Shares_Diluted,5.0537,5.616,5.2628,5.2013,5.4013,,3.5141,,,,,
Total_Assets,36.5,110.1,105.9,110.8,75.7,57.2,,,,,,
Total_Liabilities,21.3,35.9,32.9,43.6,16.9,11.8,,,,,,
