AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,670.7,562.6,615.7,717.7,639.7,376.8,456.7,309.4,286.8,280.0,274.3,126.4,109.0,86.0,,
Current_Liabilities,387.7,345.6,310.9,263.2,239.1,217.3,210.9,185.5,189.8,190.9,195.0,131.2,158.6,110.1,,
Diluted_EPS,-0.323,-0.296,-0.126,-0.246,-0.566,-0.31,-0.959,-0.731,-0.301,-0.846,-0.207,-0.617,-0.7290000000000001,-0.585,-0.611,-0.206
Goodwill_Intangibles,189.4,196.6,203.7,210.9,204.2,,,,,,,,0.0,0.0,0.0,0.0
Inventory,150.7,150.5,128.0,134.9,128.0,107.7,102.6,111.0,120.8,115.1,43.7,17.1,16.5,15.8,,
LT_Debt,3986.8,3462.6,3136.7,2933.2,2593.9,1994.9,1924.9,1795.0,1628.7,1511.6,1346.4,1116.4,1152.9,1016.4,0.0,0.0
Revenue,147.0,65.7,65.0,68.9,66.6,41.3,38.0,50.2,42.8,29.8,33.6,36.6,34.6,26.7,25.2,30.4
Shares_Diluted,114.549,113.4994,112.9705,112.1597,111.9733,106.3592,95.6553,87.7687,84.0333,84.0012,84.4554,60.8901,86.7585,86.7585,,
Total_Assets,6687.8,5928.5,5504.2,5060.4,4566.1,3756.6,3587.6,3154.3,2867.6,2682.2,2487.1,2149.8,1952.7,1769.5,,
Total_Liabilities,5387.4,4694.9,4314.7,3965.3,3499.4,2733.7,2635.9,2431.7,2205.9,2090.2,1841.1,1523.2,1511.1,1296.1,,
