AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,06/30/2020
Current_Assets,546.0,619.5,534.7,600.9,647.6,221.8,
Current_Liabilities,96.7,85.7,46.7,42.9,29.5,26.9,
Diluted_EPS,-0.381,-0.328,-0.382,-0.281,-0.314,-0.182,-0.117
Goodwill_Intangibles,2.0,2.1,2.2,2.3,2.3,2.4,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.6,0.6,0.7,9.4,10.3,0.0
Revenue,7.7,5.3,2.5,2.5,2.5,2.6,0.2
Shares_Diluted,172.2124,170.6904,169.8527,168.5335,138.3606,168.3207,
Total_Assets,672.5,734.3,610.3,658.6,698.6,271.9,
Total_Liabilities,234.9,240.8,67.4,59.6,55.9,56.7,
