AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,91.7,89.2,75.1,71.0,78.8,69.8,56.5,62.7,51.5,59.1,61.2,75.1,78.1,84.5,80.3,69.4
Current_Liabilities,64.4,63.3,53.1,47.4,51.7,46.3,36.0,37.0,63.9,72.5,83.8,94.8,40.9,49.9,40.2,42.3
Diluted_EPS,0.258,0.455,0.054,-0.411,0.908,0.407,-0.092,0.394,0.672,0.961,-0.691,-0.78,0.027000000000000003,-0.494,-0.51,-0.231
Goodwill_Intangibles,26.0,26.5,26.9,27.4,27.9,28.4,28.9,29.4,29.9,30.4,30.8,31.3,35.9,36.4,36.9,39.6
Inventory,29.0,28.4,25.1,22.4,22.0,20.4,18.4,15.2,16.2,19.6,21.7,23.4,24.0,26.1,25.8,22.6
LT_Debt,22.1,20.2,21.3,22.3,23.2,24.2,25.2,31.5,0.1,0.0,0.0,0.0,55.4,54.7,55.2,38.6
Revenue,98.7,90.6,73.2,81.0,153.3,72.8,60.7,59.9,101.8,64.0,56.1,74.7,81.2,72.3,73.2,64.7
Shares_Diluted,8.329,8.3135,8.2037,8.053,8.05,7.992,7.978,7.969,7.9455,7.9075,7.902,7.851,7.864,7.779,7.726,7.8039999999999985
Total_Assets,204.8,199.9,186.7,179.5,188.4,179.8,165.5,174.0,165.1,174.7,179.3,195.0,201.9,210.0,201.2,192.1
Total_Liabilities,98.1,95.5,86.6,80.2,86.3,82.2,71.6,80.5,75.7,84.0,94.9,105.1,105.9,114.5,102.3,89.2
