AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,719.7,745.7,761.7,1.2,1.6,2.3
Current_Liabilities,33.9,34.8,33.5,1.8,0.2,0.7
Diluted_EPS,-0.096,-0.086,-0.563,0.084,-0.068,-0.286
Goodwill_Intangibles,5.2,5.6,6.0,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,54.5,51.0,192.2,,,
Shares_Diluted,385.127,381.877,146.337,47.7671,47.7671,47.7671
Total_Assets,793.2,822.2,840.1,417.9,418.5,419.3
Total_Liabilities,91.7,94.5,95.1,26.7,31.3,15.3
