AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1598.5,1516.4,1857.9,1076.4,930.6,798.5,,,,,
Current_Liabilities,1112.1,1016.2,1332.3,960.2,745.9,598.3,,,,,
Diluted_EPS,-0.13,-0.128,-0.469,-0.207,-0.128,-0.381,,,-0.14800000000000002,-0.16399999999999998,
Goodwill_Intangibles,270.1,272.0,266.4,264.7,174.9,176.7,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,184.6,182.7,181.1,175.1,173.5,173.1,0.0,0.0,0.0,0.0,0.0
Revenue,76.6,71.2,69.3,65.2,58.8,55.2,52.9,47.6,42.4,43.0,41.7
Shares_Diluted,197.865,197.0176,175.4013,195.7702,195.7702,195.7702,,,,,
Total_Assets,2012.3,1931.6,2266.3,1458.6,1222.4,1092.8,,,,,
Total_Liabilities,1323.7,1226.7,1543.2,1181.5,939.7,790.7,,,,,
