AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,658.7,689.6,691.6,707.3,182.9,226.4,,,,
Current_Liabilities,34.9,27.7,29.3,21.9,21.2,21.5,,,,
Diluted_EPS,-0.126,-0.022,-0.128,-0.229,-0.074,-0.052,-0.049,-0.041,-0.105,-0.097
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,20.8,14.2,11.2,10.6,7.7,7.9,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,31.9,0.0,0.0,0.0,0.0
Revenue,14.1,23.0,23.0,20.0,19.8,18.9,28.2,14.2,7.2,6.3
Shares_Diluted,183.1434,182.0505,182.7158,181.1644,181.1634,181.1634,,,,
Total_Assets,686.1,713.2,706.1,718.5,198.4,238.1,,,,
Total_Liabilities,78.9,95.9,94.1,92.6,24.6,57.6,,,,
