AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.2,0.2,0.3,0.7,0.6,1.9,1.1,0.8,0.6,0.2,0.4,0.1,0.1,0.3,0.4,0.0
Current_Liabilities,1.3,1.2,1.2,1.4,0.7,1.3,1.1,0.4,0.4,0.5,0.5,0.3,0.3,0.2,0.2,0.5
Diluted_EPS,-0.014,-0.022,-0.017,-0.014,-0.03,-0.014,-0.021,-0.01,-0.013000000000000001,-0.022000000000000002,-0.017,-0.01,-0.009000000000000001,-0.01,-0.009000000000000001,-0.011000000000000001
Goodwill_Intangibles,0.7,0.7,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.3,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,116.1513,114.6258,107.3719,105.949,104.5485,100.2425,96.5403,93.5061,87.7519,84.6717,77.9123,74.6408,72.9298,71.0142,71.1041,64.6577
Total_Assets,1.2,1.2,1.1,1.5,1.1,2.3,1.6,1.3,1.1,0.6,0.9,0.6,0.6,0.9,0.7,0.4
Total_Liabilities,2.9,1.9,1.5,1.4,0.7,1.3,1.3,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.2,0.5
