AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,76.3,54.8,51.2,53.8,46.9,30.7,,,
Current_Liabilities,85.9,62.0,65.9,56.8,51.8,55.6,,,
Diluted_EPS,1.708,-0.793,-1.18,-0.18,0.0,-0.102,-0.292,-0.102,-0.042
Goodwill_Intangibles,311.7,303.6,305.9,254.4,255.8,257.4,,,
Inventory,14.3,9.2,6.9,5.1,5.3,5.7,,,
LT_Debt,126.8,127.4,128.0,91.9,204.7,184.3,0.0,0.0,0.0
Revenue,59.6,50.4,49.4,40.9,64.8,29.1,106.6,21.5,31.8
Shares_Diluted,48.8725,48.8725,46.8667,46.8613,46.8613,46.6736,,,
Total_Assets,463.2,434.6,415.5,363.1,354.9,340.6,,,
Total_Liabilities,321.8,303.2,793.1,560.3,352.4,330.5,,,
