AAII_QTR_DATA,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,3829.0,3718.0,3566.0,3374.0,3278.0,3293.0,3326.0,3215.0,2935.0,2824.0,2544.0,2378.0,2182.0
Current_Liabilities,1199.0,1288.0,1124.0,1081.0,980.0,949.0,982.0,1003.0,1432.0,1485.0,1400.0,1462.0,900.0
Diluted_EPS,1.366,0.995,0.915,1.16,0.926,0.376,0.853,1.021,0.8320000000000001,0.8009999999999999,0.6,-0.61,0.634
Goodwill_Intangibles,1893.0,1924.0,1944.0,1898.0,1929.0,1599.0,1650.0,1699.0,1755.0,1717.0,1775.0,1816.0,
Inventory,770.0,774.0,760.0,757.0,778.0,756.0,737.0,705.0,696.0,660.0,641.0,619.0,609.0
LT_Debt,1791.0,1790.0,1790.0,1789.0,1789.0,1788.0,1788.0,1788.0,1292.0,1292.0,1291.0,1291.0,1790.0
Revenue,1246.0,1221.0,1180.0,1220.0,1011.0,895.0,1095.0,1120.0,1087.0,1090.0,1006.0,1047.0,1004.0
Shares_Diluted,186.0,187.0,188.0,187.0,190.0,189.0,191.0,191.0,191.0,191.0,190.0,187.0,191.0
Total_Assets,7804.0,7686.0,7494.0,7218.0,7161.0,6757.0,6841.0,6623.0,6348.0,6190.0,5978.0,5824.0,5846.0
Total_Liabilities,4054.0,4141.0,3958.0,3921.0,3807.0,3672.0,3714.0,3619.0,3410.0,3392.0,3320.0,3391.0,3233.0
