AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,60.1,75.0,98.4,93.0,114.3,101.2,126.3,93.0,160.0
Current_Liabilities,40.6,46.7,61.6,103.3,85.6,80.1,72.7,87.3,94.9
Diluted_EPS,-0.03,-0.075,-0.557,-0.456,-1.228,-0.517,-1.527,-1.009,-1.14
Goodwill_Intangibles,6.1,6.1,6.1,,,9.8,9.9,10.3,10.5
Inventory,,,,,,12.4,12.2,10.4,10.2
LT_Debt,127.1,126.7,126.4,157.3,158.8,161.9,160.2,72.6,72.2
Revenue,0.1,0.1,0.4,0.2,0.5,0.2,0.1,0.1,0.0
Shares_Diluted,184.3716,183.2017,166.8461,95.8467,63.9423,62.3563,49.4475,46.632,46.548
Total_Assets,77.1,86.7,108.8,97.7,119.9,128.6,154.4,119.6,186.4
Total_Liabilities,173.2,179.9,193.8,274.6,259.6,254.1,261.4,180.0,203.6
