AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,120.0,66.9,74.9,96.1,102.2,100.6,104.9,115.0,122.2,140.0,63.1,57.1,52.3
Current_Liabilities,49.2,30.5,31.9,41.9,37.4,22.7,23.3,26.3,22.2,34.4,35.1,30.4,35.8
Diluted_EPS,-0.41,-0.162,-0.279,-0.268,-0.351,-0.022,-0.047,-0.032,-0.068,-0.019,-0.188,-0.08900000000000001,-0.001
Goodwill_Intangibles,113.1,17.4,16.8,9.2,9.1,8.8,9.0,18.3,17.8,14.6,15.0,9.1,9.5
Inventory,61.5,34.1,34.7,36.1,36.9,38.7,43.0,43.1,47.1,48.1,36.1,29.5,30.8
LT_Debt,8.9,9.3,9.6,8.0,8.2,8.1,8.1,8.2,10.6,8.9,69.6,48.6,8.6
Revenue,41.3,34.7,34.0,36.3,35.8,32.4,33.9,37.2,44.9,53.0,49.9,51.6,43.6
Shares_Diluted,39.735,18.837,15.263,13.111,12.798,94.1183,93.9529,92.9819,93.7775,93.7775,93.7775,93.4321,93.4321
Total_Assets,266.8,102.2,109.0,122.7,128.8,128.9,134.3,153.2,157.2,180.9,93.7,78.0,64.0
Total_Liabilities,92.4,85.3,90.2,107.6,110.4,106.7,114.8,130.8,131.9,149.8,106.4,79.0,44.4
