AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,28.1,172.4,19.0,44.0,27.8,0.1
Cash_from_Operations,29.5,58.8,11.7,56.9,18.5,5.1,-10.8
Diluted_EPS,1.238,0.754,0.576,0.32,0.215,0.426,-0.683
Goodwill_Intangibles,,,,,,7.4,7.2
LT_Debt,1393.0,1241.8,1428.4,975.4,911.1,634.9,337.0
Net_Income,80.2,39.8,29.0,12.9,6.6,8.8,-10.7
Revenue,141.6,139.4,106.0,81.2,58.7,45.3,24.4
Shares_Diluted,64.7715,52.7804,50.3617,40.2907,30.7612,20.6568,15.7163
Total_Assets,2387.3,2154.9,2250.2,1745.9,1469.6,1008.7,571.4
Total_Liabilities,1450.8,1353.8,1611.0,1175.3,1041.4,739.4,424.9
