AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.3,9.4,10.9,13.8,26.0,24.6,20.6
Cash_from_Operations,38.4,44.2,47.9,56.0,57.0,61.0,59.4
Diluted_EPS,0.616,1.541,1.289,1.49,1.93,2.33,2.35
Goodwill_Intangibles,30.3,37.9,38.5,39.1,44.5,45.4,46.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,10.0,25.6,21.1,24.2,32.4,40.9,42.0
Revenue,286.3,297.7,299.2,313.1,327.9,350.0,329.5
Shares_Diluted,16.255,16.634,16.38,16.214,16.798,17.543,17.921
Total_Assets,354.9,371.0,339.0,315.6,299.4,297.9,271.7
Total_Liabilities,58.2,49.7,49.6,51.0,62.3,63.7,64.6
