AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,54.7,47.7,77.8,72.2,48.9,49.1,,
Cash_from_Operations,361.6,283.9,397.5,400.1,359.1,417.0,,
Diluted_EPS,1.917,0.203,1.595,1.492,1.947,1.759,1.782,1.318
Goodwill_Intangibles,4178.4,4689.9,4591.6,4715.8,4885.9,,,
LT_Debt,883.4,907.7,1321.0,0.0,0.0,0.0,0.0,0.0
Net_Income,340.5,33.3,217.6,230.7,301.1,272.0,275.5,203.8
Revenue,2508.9,1929.1,2284.8,2844.5,2810.9,2785.4,2736.3,2193.0
Shares_Diluted,177.6,164.1,136.4,154.636,154.636,154.636,154.636,154.636
Total_Assets,6574.2,6876.0,6158.3,5841.6,5992.8,5727.3,5807.4,6141.7
Total_Liabilities,2516.6,3155.4,2618.1,1018.5,1002.3,1050.8,1018.6,1187.6
