AAII_YR_DATA,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013
Capital_Expenditures,,,,,,0.0,0.5
Cash_from_Operations,-0.2,0.0,0.0,0.0,-0.1,0.1,-0.1
Diluted_EPS,-0.046,-0.053,-0.049,-0.052,-0.025,-0.072,2.458
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.1,-0.2,-0.2,-0.2,-0.1,-0.2,7.8
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,3.1616,3.1616,3.1616,3.1616,3.1616,3.1616,3.1606
Total_Assets,0.1,0.2,,0.0,0.0,0.1,0.2
Total_Liabilities,0.8,0.8,0.4,0.3,0.1,0.2,0.0
