AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,125.6,163.6,234.2,206.2,173.2,146.4,157.6
Cash_from_Operations,170.9,143.7,162.9,216.4,69.7,160.7,126.4
Diluted_EPS,3.298,1.201,2.094,2.028,1.696,1.844,1.53
Goodwill_Intangibles,540.1,579.3,600.4,552.7,552.4,559.6,652.0
LT_Debt,673.3,918.8,963.4,839.7,781.1,742.6,730.2
Net_Income,144.1,51.6,92.9,93.1,86.3,96.9,81.0
Revenue,10454.3,9951.6,9867.2,9731.8,9624.3,9197.1,8843.2
Shares_Diluted,43.71,42.95,44.358,45.948,50.883,52.563,52.941
Total_Assets,4071.0,3796.8,3818.5,3639.3,3562.4,3183.1,3051.2
Total_Liabilities,3126.3,2973.7,3031.8,2914.2,2833.3,2516.4,2437.5
