AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,20.3,20.7,5.7,2.8,5.8,0.0
Cash_from_Operations,64.2,-10.7,-2.6,-6.3,-2.8,
Diluted_EPS,-0.423,-1.031,-0.779,-0.468,-0.425,-0.937
Goodwill_Intangibles,67.6,69.6,,1.3,1.9,
LT_Debt,0.0,0.0,0.0,1.8,0.0,0.0
Net_Income,-42.7,-99.0,-74.0,-41.8,-38.0,-83.8
Revenue,440.2,354.6,267.4,187.7,124.4,93.5
Shares_Diluted,101.009,96.014,94.9552,89.3795,89.3795,89.3795
Total_Assets,690.6,558.6,460.6,164.3,105.5,84.0
Total_Liabilities,539.9,459.7,338.8,258.3,130.4,
