AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,06/30/2014
Capital_Expenditures,10.5,7.1,3.5,2.2,0.6,0.4,2.3
Cash_from_Operations,0.4,13.6,20.1,12.9,4.9,4.2,9.6
Diluted_EPS,1.689,0.907,0.993,1.325,0.668,0.418,0.531
Goodwill_Intangibles,27.4,20.7,13.9,13.3,12.5,11.8,11.5
LT_Debt,24.9,24.9,24.8,15.0,14.9,5.2,5.2
Net_Income,10.9,5.0,4.1,5.1,2.6,1.6,2.1
Revenue,46.5,34.8,27.9,23.9,20.5,9.6,17.3
Shares_Diluted,6.4376,5.4903,4.1326,3.8736,3.8596,3.9316,3.9743
Total_Assets,1054.3,853.9,716.8,673.9,630.3,560.2,539.1
Total_Liabilities,932.6,759.1,633.2,614.5,574.9,505.7,487.4
