AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,80.0,102.0,95.0,103.0,84.0,50.0
Cash_from_Operations,25.0,242.0,373.0,71.0,305.0,367.0
Diluted_EPS,1.051,4.122,16.209,-13.265,2.685,3.428
Goodwill_Intangibles,193.0,193.0,193.0,193.0,192.0,
LT_Debt,1082.0,1409.0,1569.0,0.0,0.0,0.0
Net_Income,80.0,313.0,1206.0,-983.0,199.0,254.0
Revenue,3034.0,3248.0,3375.0,3096.0,2997.0,2908.0
Shares_Diluted,76.1005,75.9344,74.4022,74.1052,74.1052,74.1052
Total_Assets,3017.0,2275.0,2124.0,2997.0,2661.0,
Total_Liabilities,5325.0,4408.0,4641.0,5192.0,3882.0,
