AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,475.0,1163.0,1501.0,,
Cash_from_Operations,2064.0,1070.0,483.0,,
Diluted_EPS,0.907,-1.28,-6.759,3.373,0.662
Goodwill_Intangibles,21016.0,21653.0,22248.0,,
LT_Debt,1102.0,115.0,5784.0,0.0,0.0
Net_Income,681.0,-959.0,-5065.0,2526.0,496.0
Revenue,14217.0,13846.0,14287.0,14091.0,13896.0
Shares_Diluted,751.2,749.5,749.4,748.815,748.815
Total_Assets,42649.0,42397.0,108683.0,,
Total_Liabilities,17825.0,18088.0,34023.0,,
