AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.1,0.2,0.0,0.0,0.0
Cash_from_Operations,-1.9,-1.1,-1.1,-0.8,-0.1,-0.1
Diluted_EPS,-0.433,-0.711,-0.326,-0.09,-0.011,-0.007
Goodwill_Intangibles,8.7,7.3,9.6,7.9,0.1,
LT_Debt,1.1,0.9,0.0,1.0,0.0,0.0
Net_Income,-9.5,-11.0,-3.7,-1.3,-0.2,-0.1
Revenue,13.1,13.4,10.8,0.3,0.0,0.0
Shares_Diluted,21.8842,15.4394,11.2332,14.0341,14.0341,14.0341
Total_Assets,31.5,9.5,10.9,9.1,0.2,
Total_Liabilities,3.8,8.1,5.0,4.1,0.0,
