AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,0.0,3.7,1.7,,,
Cash_from_Operations,-2.6,-2.7,-2.7,-3.7,0.0,0.0,0.0
Diluted_EPS,-11.337,-81.886,-74.512,-21.278,-17.121,-3.887,-0.023
Goodwill_Intangibles,17.3,19.5,31.4,25.9,3.5,,
LT_Debt,0.0,0.0,2.4,1.5,5.0,0.0,0.0
Net_Income,-6.0,-19.5,-11.2,-2.8,-1.9,0.0,0.0
Revenue,39.9,43.0,48.6,36.1,16.0,0.0,
Shares_Diluted,0.5322,0.2379,0.1498,0.1307,0.1104,0.0087,0.0069
Total_Assets,25.3,29.6,52.2,39.5,13.8,0.0,0.0
Total_Liabilities,14.7,18.9,32.7,27.8,13.6,0.0,0.0
